participant,stimulus,timestamp_ms,x,y,screen_w,screen_h
P02,stim_A_02.png,3583,551,136,1536,738
P02,stim_A_02.png,3616,554,137,1536,738
P02,stim_A_02.png,3649,543,135,1536,738
P02,stim_A_02.png,3681,543,135,1536,738
P02,stim_A_02.png,3713,548,136,1536,738
P02,stim_A_02.png,3746,549,136,1536,738
P02,stim_A_02.png,3779,546,135,1536,738
P02,stim_A_02.png,3814,540,134,1536,738
P02,stim_A_02.png,3848,538,133,1536,738
P02,stim_A_02.png,3883,536,133,1536,738
P02,stim_A_02.png,3916,527,131,1536,738
P02,stim_A_02.png,3949,520,129,1536,738
P02,stim_A_02.png,3981,518,128,1536,738
P02,stim_A_02.png,4014,519,128,1536,738
P02,stim_A_02.png,4046,519,129,1536,738
P02,stim_A_02.png,4079,516,128,1536,738
P02,stim_A_02.png,4114,519,128,1536,738
P02,stim_A_02.png,4147,522,129,1536,738
P02,stim_A_02.png,4180,521,129,1536,738
P02,stim_A_02.png,4213,523,130,1536,738
P02,stim_A_02.png,4246,521,129,1536,738
P02,stim_A_02.png,4279,523,130,1536,738
P02,stim_A_02.png,4313,522,129,1536,738
P02,stim_A_02.png,4346,525,130,1536,738
P02,stim_A_02.png,4382,528,131,1536,738
P02,stim_A_02.png,4422,529,131,1536,738
P02,stim_A_02.png,4455,529,131,1536,738
P02,stim_A_02.png,4489,531,131,1536,738
P02,stim_A_02.png,4524,524,130,1536,738
P02,stim_A_02.png,4557,530,131,1536,738
P02,stim_A_02.png,4590,535,132,1536,738
P02,stim_A_02.png,4623,535,132,1536,738
P02,stim_A_02.png,4657,542,134,1536,738
P02,stim_A_02.png,4690,549,136,1536,738
P02,stim_A_02.png,4724,547,135,1536,738
P02,stim_A_02.png,4760,552,136,1536,738
P02,stim_A_02.png,4797,546,135,1536,738
P02,stim_A_02.png,4832,530,131,1536,738
P02,stim_A_02.png,4863,535,132,1536,738
P02,stim_A_02.png,4897,542,134,1536,738
P02,stim_A_02.png,4930,551,136,1536,738
P02,stim_A_02.png,4962,553,136,1536,738
P02,stim_A_02.png,4996,556,137,1536,738
P02,stim_A_02.png,5029,556,137,1536,738
P02,stim_A_02.png,5063,563,139,1536,738
P02,stim_A_02.png,5097,568,140,1536,738
P02,stim_A_02.png,5131,574,142,1536,738
P02,stim_A_02.png,5167,569,140,1536,738
P02,stim_A_02.png,5199,574,142,1536,738
P02,stim_A_02.png,5232,574,142,1536,738
P02,stim_A_02.png,5267,582,144,1536,738
P02,stim_A_02.png,5300,579,143,1536,738
P02,stim_A_02.png,5332,580,143,1536,738
P02,stim_A_02.png,5365,581,143,1536,738
P02,stim_A_02.png,5399,583,144,1536,738
P02,stim_A_02.png,5432,581,143,1536,738
P02,stim_A_02.png,5466,583,144,1536,738
P02,stim_A_02.png,5500,585,145,1536,738
P02,stim_A_02.png,5534,582,144,1536,738
P02,stim_A_02.png,5567,580,144,1536,738
P02,stim_A_02.png,5599,581,144,1536,738
P02,stim_A_02.png,5631,578,143,1536,738
P02,stim_A_02.png,5664,575,142,1536,738
P02,stim_A_02.png,5697,567,140,1536,738
P02,stim_A_02.png,5729,563,139,1536,738
P02,stim_A_02.png,5762,562,139,1536,738
P02,stim_A_02.png,5796,559,138,1536,738
P02,stim_A_02.png,5831,552,137,1536,738
P02,stim_A_02.png,5866,546,135,1536,738
P02,stim_A_02.png,5899,537,133,1536,738
P02,stim_A_02.png,5932,524,130,1536,738
P02,stim_A_02.png,5966,515,128,1536,738
P02,stim_A_02.png,5998,513,127,1536,738
P02,stim_B_03.png,13,539,134,1536,738
P02,stim_B_03.png,48,536,133,1536,738
P02,stim_B_03.png,82,537,133,1536,738
P02,stim_B_03.png,114,542,134,1536,738
P02,stim_B_03.png,147,549,136,1536,738
P02,stim_B_03.png,181,551,136,1536,738
P02,stim_B_03.png,215,548,136,1536,738
P02,stim_B_03.png,247,546,135,1536,738
P02,stim_B_03.png,282,540,134,1536,738
P02,stim_B_03.png,315,535,133,1536,738
P02,stim_B_03.png,347,533,132,1536,738
P02,stim_B_03.png,510,538,133,1536,738
P02,stim_B_03.png,555,541,134,1536,738
P02,stim_B_03.png,604,542,134,1536,738
P02,stim_B_03.png,677,536,133,1536,738
P02,stim_B_03.png,712,542,134,1536,738
P02,stim_B_03.png,767,548,136,1536,738
P02,stim_B_03.png,869,548,136,1536,738
P02,stim_B_03.png,912,545,135,1536,738
P02,stim_B_03.png,974,546,135,1536,738
P02,stim_B_03.png,1033,545,135,1536,738
P02,stim_B_03.png,1078,545,135,1536,738
P02,stim_B_03.png,1128,533,132,1536,738
P02,stim_B_03.png,1172,534,132,1536,738
P02,stim_B_03.png,1210,535,133,1536,738
P02,stim_B_03.png,1241,531,132,1536,738
P02,stim_B_03.png,1300,527,130,1536,738
P02,stim_B_03.png,1394,518,128,1536,738
P02,stim_B_03.png,1430,515,127,1536,738
P02,stim_B_03.png,1480,520,129,1536,738
P02,stim_B_03.png,1531,520,128,1536,738
P02,stim_B_03.png,1576,520,129,1536,738
P02,stim_B_03.png,1626,519,128,1536,738
P02,stim_B_03.png,1672,519,128,1536,738
P02,stim_B_03.png,1731,521,129,1536,738
P02,stim_B_03.png,1767,523,129,1536,738
P02,stim_B_03.png,1828,530,131,1536,738
P02,stim_B_03.png,1872,531,131,1536,738
P02,stim_B_03.png,1907,538,133,1536,738
P02,stim_B_03.png,1940,544,135,1536,738
P02,stim_B_03.png,2006,545,135,1536,738
P02,stim_B_03.png,2040,548,136,1536,738
P02,stim_B_03.png,2074,550,136,1536,738
P02,stim_B_03.png,2110,547,136,1536,738
P02,stim_B_03.png,2164,544,135,1536,738
P02,stim_B_03.png,2219,546,135,1536,738
P02,stim_B_03.png,2281,544,135,1536,738
P02,stim_B_03.png,2332,540,134,1536,738
P02,stim_B_03.png,2425,540,134,1536,738
P02,stim_B_03.png,2483,543,135,1536,738
P02,stim_B_03.png,2558,544,135,1536,738
P02,stim_B_03.png,2611,546,135,1536,738
P02,stim_B_03.png,2672,547,136,1536,738
P02,stim_B_03.png,2724,547,136,1536,738
P02,stim_B_03.png,2785,549,136,1536,738
P02,stim_B_03.png,2885,544,135,1536,738
P02,stim_B_03.png,2954,533,132,1536,738
P02,stim_B_03.png,2988,546,135,1536,738
P02,stim_B_03.png,3022,560,138,1536,738
P02,stim_B_03.png,3084,562,139,1536,738
P02,stim_B_03.png,3141,573,141,1536,738
P02,stim_B_03.png,3207,586,145,1536,738
P02,stim_B_03.png,3263,592,146,1536,738
P02,stim_B_03.png,3299,591,146,1536,738
P02,stim_B_03.png,3334,587,145,1536,738
P02,stim_B_03.png,3370,584,144,1536,738
P02,stim_B_03.png,3406,582,144,1536,738
P02,stim_B_03.png,3444,574,142,1536,738
P02,stim_B_03.png,3481,565,140,1536,738
P02,stim_B_03.png,3515,561,139,1536,738
P02,stim_B_03.png,3548,555,137,1536,738
P02,stim_B_03.png,3584,541,134,1536,738
P02,stim_B_03.png,3618,539,133,1536,738
P02,stim_B_03.png,3656,531,132,1536,738
P02,stim_B_03.png,3692,523,130,1536,738
P02,stim_B_03.png,3730,514,128,1536,738
P02,stim_B_03.png,3765,504,125,1536,738
P02,stim_B_03.png,3797,492,122,1536,738
P02,stim_B_03.png,3831,480,119,1536,738
P02,stim_B_03.png,3863,480,119,1536,738
P02,stim_B_03.png,3897,485,120,1536,738
P02,stim_B_03.png,3931,486,121,1536,738
P02,stim_B_03.png,3964,489,121,1536,738
P02,stim_B_03.png,3998,494,123,1536,738
P02,stim_B_03.png,4031,498,124,1536,738
P02,stim_B_03.png,4063,507,126,1536,738
P02,stim_B_03.png,4099,510,127,1536,738
P02,stim_B_03.png,4131,513,127,1536,738
P02,stim_B_03.png,4165,513,127,1536,738
P02,stim_B_03.png,4198,517,128,1536,738
P02,stim_B_03.png,4231,522,130,1536,738
P02,stim_B_03.png,4263,519,129,1536,738
P02,stim_B_03.png,4298,515,128,1536,738
P02,stim_B_03.png,4331,511,127,1536,738
P02,stim_B_03.png,4365,516,128,1536,738
P02,stim_B_03.png,4398,522,129,1536,738
P02,stim_B_03.png,4433,522,129,1536,738
P02,stim_B_03.png,4466,517,128,1536,738
P02,stim_B_03.png,4499,516,128,1536,738
P02,stim_B_03.png,4531,518,128,1536,738
P02,stim_B_03.png,4563,520,129,1536,738
P02,stim_B_03.png,4600,525,130,1536,738
P02,stim_B_03.png,4632,530,131,1536,738
P02,stim_B_03.png,4668,536,133,1536,738
P02,stim_B_03.png,4702,535,133,1536,738
P02,stim_B_03.png,4735,533,132,1536,738
P02,stim_B_03.png,4769,531,131,1536,738
P02,stim_B_03.png,4802,539,133,1536,738
P02,stim_B_03.png,4834,536,133,1536,738
P02,stim_B_03.png,4867,535,133,1536,738
P02,stim_B_03.png,4900,532,132,1536,738
P02,stim_B_03.png,4934,536,133,1536,738
P02,stim_B_03.png,4968,532,132,1536,738
P02,stim_B_03.png,5003,531,132,1536,738
P02,stim_B_03.png,5036,526,130,1536,738
P02,stim_B_03.png,5069,527,131,1536,738
P02,stim_B_03.png,5101,527,131,1536,738
P02,stim_B_03.png,5135,526,130,1536,738
P02,stim_B_03.png,5173,524,130,1536,738
P02,stim_B_03.png,5209,518,128,1536,738
P02,stim_B_03.png,5240,521,129,1536,738
P02,stim_B_03.png,5272,522,130,1536,738
P02,stim_B_03.png,5305,524,130,1536,738
P02,stim_B_03.png,5340,528,131,1536,738
P02,stim_B_03.png,5373,528,131,1536,738
P02,stim_B_03.png,5407,529,131,1536,738
P02,stim_B_03.png,5440,529,131,1536,738
P02,stim_B_03.png,5473,527,130,1536,738
P02,stim_B_03.png,5509,528,131,1536,738
P02,stim_B_03.png,5542,523,129,1536,738
P02,stim_B_03.png,5574,522,129,1536,738
P02,stim_B_03.png,5607,523,130,1536,738
P02,stim_B_03.png,5641,523,129,1536,738
P02,stim_B_03.png,5678,521,129,1536,738
P02,stim_B_03.png,5712,521,129,1536,738
P02,stim_B_03.png,5753,516,128,1536,738
P02,stim_B_03.png,5786,515,128,1536,738
P02,stim_B_03.png,5819,518,129,1536,738
P02,stim_B_03.png,5852,519,129,1536,738
P02,stim_B_03.png,5887,521,129,1536,738
P02,stim_B_03.png,5920,522,129,1536,738
P02,stim_B_03.png,5953,526,130,1536,738
P02,stim_B_03.png,5989,531,131,1536,738
P02,stim_A_03.png,34,490,122,1536,738
P02,stim_A_03.png,67,498,123,1536,738
P02,stim_A_03.png,102,508,126,1536,738
P02,stim_A_03.png,133,515,128,1536,738
P02,stim_A_03.png,166,521,129,1536,738
P02,stim_A_03.png,199,525,130,1536,738
P02,stim_A_03.png,232,531,132,1536,738
P02,stim_A_03.png,265,535,133,1536,738
P02,stim_A_03.png,298,538,133,1536,738
P02,stim_A_03.png,332,539,134,1536,738
P02,stim_A_03.png,365,538,133,1536,738
P02,stim_A_03.png,397,540,134,1536,738
P02,stim_A_03.png,429,533,132,1536,738
P02,stim_A_03.png,462,530,131,1536,738
P02,stim_A_03.png,496,528,131,1536,738
P02,stim_A_03.png,531,525,130,1536,738
P02,stim_A_03.png,565,529,131,1536,738
P02,stim_A_03.png,598,529,131,1536,738
P02,stim_A_03.png,630,527,130,1536,738
P02,stim_A_03.png,665,528,130,1536,738
P02,stim_A_03.png,699,522,129,1536,738
P02,stim_A_03.png,731,510,126,1536,738
P02,stim_A_03.png,767,501,124,1536,738
P02,stim_A_03.png,800,486,120,1536,738
P02,stim_A_03.png,834,483,119,1536,738
P02,stim_A_03.png,867,484,120,1536,738
P02,stim_A_03.png,900,485,120,1536,738
P02,stim_A_03.png,935,488,121,1536,738
P02,stim_A_03.png,967,496,123,1536,738
P02,stim_A_03.png,998,501,124,1536,738
P02,stim_A_03.png,1030,502,124,1536,738
P02,stim_A_03.png,1062,510,126,1536,738
P02,stim_A_03.png,1094,517,128,1536,738
P02,stim_A_03.png,1130,526,130,1536,738
P02,stim_A_03.png,1163,534,132,1536,738
P02,stim_A_03.png,1196,539,134,1536,738
P02,stim_A_03.png,1229,546,135,1536,738
P02,stim_A_03.png,1262,548,136,1536,738
P02,stim_A_03.png,1297,548,136,1536,738
P02,stim_A_03.png,1329,542,134,1536,738
P02,stim_A_03.png,1361,538,133,1536,738
P02,stim_A_03.png,1397,537,133,1536,738
P02,stim_A_03.png,1430,524,130,1536,738
P02,stim_A_03.png,1463,518,129,1536,738
P02,stim_A_03.png,1494,514,128,1536,738
P02,stim_A_03.png,1529,515,128,1536,738
P02,stim_A_03.png,1563,517,129,1536,738
P02,stim_A_03.png,1595,511,127,1536,738
P02,stim_A_03.png,1628,507,126,1536,738
P02,stim_A_03.png,1664,510,126,1536,738
P02,stim_A_03.png,1698,503,125,1536,738
P02,stim_A_03.png,1732,505,125,1536,738
P02,stim_A_03.png,1767,508,126,1536,738
P02,stim_A_03.png,1807,505,125,1536,738
P02,stim_A_03.png,1839,514,128,1536,738
P02,stim_A_03.png,1874,518,129,1536,738
P02,stim_A_03.png,1907,528,131,1536,738
P02,stim_A_03.png,1940,532,132,1536,738
P02,stim_A_03.png,1973,541,134,1536,738
P02,stim_A_03.png,2005,542,134,1536,738
P02,stim_A_03.png,2037,544,135,1536,738
P02,stim_A_03.png,2070,543,135,1536,738
P02,stim_A_03.png,2102,545,135,1536,738
P02,stim_A_03.png,2135,546,135,1536,738
P02,stim_A_03.png,2167,545,135,1536,738
P02,stim_A_03.png,2200,543,134,1536,738
P02,stim_A_03.png,2233,536,133,1536,738
P02,stim_A_03.png,2267,535,132,1536,738
P02,stim_A_03.png,2298,528,131,1536,738
P02,stim_A_03.png,2332,523,130,1536,738
P02,stim_A_03.png,2365,513,127,1536,738
P02,stim_A_03.png,2397,510,127,1536,738
P02,stim_A_03.png,2428,513,127,1536,738
P02,stim_A_03.png,2461,517,128,1536,738
P02,stim_A_03.png,2496,517,128,1536,738
P02,stim_A_03.png,2528,522,130,1536,738
P02,stim_A_03.png,2562,527,131,1536,738
P02,stim_A_03.png,2595,528,131,1536,738
P02,stim_A_03.png,2628,524,130,1536,738
P02,stim_A_03.png,2665,522,130,1536,738
P02,stim_A_03.png,2698,522,130,1536,738
P02,stim_A_03.png,2731,527,131,1536,738
P02,stim_A_03.png,2763,527,131,1536,738
P02,stim_A_03.png,2798,524,130,1536,738
P02,stim_A_03.png,2829,515,127,1536,738
P02,stim_A_03.png,2862,514,127,1536,738
P02,stim_A_03.png,2896,523,129,1536,738
P02,stim_A_03.png,2928,521,129,1536,738
P02,stim_A_03.png,2961,514,127,1536,738
P02,stim_A_03.png,2996,509,126,1536,738
P02,stim_A_03.png,3029,506,125,1536,738
P02,stim_A_03.png,3063,504,125,1536,738
P02,stim_A_03.png,3096,498,123,1536,738
P02,stim_A_03.png,3129,494,122,1536,738
P02,stim_A_03.png,3163,487,120,1536,738
P02,stim_A_03.png,3195,485,120,1536,738
P02,stim_A_03.png,3228,481,119,1536,738
P02,stim_A_03.png,3262,481,119,1536,738
P02,stim_A_03.png,3296,491,122,1536,738
P02,stim_A_03.png,3327,500,124,1536,738
P02,stim_A_03.png,3362,507,125,1536,738
P02,stim_A_03.png,3395,504,125,1536,738
