participant,stimulus,timestamp_ms,x,y,screen_w,screen_h
P03,stim_B_03.png,4125,460,114,1536,738
P03,stim_B_03.png,4157,491,121,1536,738
P03,stim_B_03.png,4192,516,127,1536,738
P03,stim_B_03.png,4228,518,128,1536,738
P03,stim_B_03.png,4261,506,125,1536,738
P03,stim_B_03.png,4295,487,121,1536,738
P03,stim_B_03.png,4330,505,125,1536,738
P03,stim_B_03.png,4363,518,128,1536,738
P03,stim_B_03.png,4397,529,131,1536,738
P03,stim_B_03.png,4430,533,132,1536,738
P03,stim_B_03.png,4465,541,134,1536,738
P03,stim_B_03.png,4498,548,135,1536,738
P03,stim_B_03.png,4532,551,136,1536,738
P03,stim_B_03.png,4564,555,137,1536,738
P03,stim_B_03.png,4596,554,137,1536,738
P03,stim_B_03.png,4627,558,138,1536,738
P03,stim_B_03.png,4661,562,139,1536,738
P03,stim_B_03.png,4694,567,140,1536,738
P03,stim_B_03.png,4729,565,140,1536,738
P03,stim_B_03.png,4765,568,141,1536,738
P03,stim_B_03.png,4798,566,140,1536,738
P03,stim_B_03.png,4831,565,140,1536,738
P03,stim_B_03.png,4864,560,139,1536,738
P03,stim_B_03.png,4896,557,138,1536,738
P03,stim_B_03.png,4929,556,138,1536,738
P03,stim_B_03.png,4966,552,137,1536,738
P03,stim_B_03.png,5000,553,137,1536,738
P03,stim_B_03.png,5033,554,137,1536,738
P03,stim_B_03.png,5067,553,137,1536,738
P03,stim_B_03.png,5100,555,137,1536,738
P03,stim_B_03.png,5135,554,137,1536,738
P03,stim_B_03.png,5167,555,137,1536,738
P03,stim_B_03.png,5201,554,137,1536,738
P03,stim_B_03.png,5236,528,131,1536,738
P03,stim_B_03.png,5268,499,123,1536,738
P03,stim_B_03.png,5301,472,116,1536,738
P03,stim_B_03.png,5334,455,113,1536,738
P03,stim_B_03.png,5368,443,109,1536,738
P03,stim_B_03.png,5401,430,106,1536,738
P03,stim_B_03.png,5438,430,107,1536,738
P03,stim_B_03.png,5474,425,105,1536,738
P03,stim_B_03.png,5507,418,103,1536,738
P03,stim_B_03.png,5541,413,102,1536,738
P03,stim_B_03.png,5575,409,101,1536,738
P03,stim_B_03.png,5608,410,101,1536,738
P03,stim_B_03.png,5643,409,101,1536,738
P03,stim_B_03.png,5675,411,102,1536,738
P03,stim_B_03.png,5708,423,105,1536,738
P03,stim_B_03.png,5742,439,109,1536,738
P03,stim_B_03.png,5778,462,114,1536,738
P03,stim_B_03.png,5812,481,119,1536,738
P03,stim_B_03.png,5845,502,124,1536,738
P03,stim_B_03.png,5885,519,129,1536,738
P03,stim_B_03.png,5919,530,131,1536,738
P03,stim_B_03.png,5952,543,134,1536,738
P03,stim_B_03.png,5985,549,136,1536,738
P03,stim_A_02.png,14,533,132,1536,738
P03,stim_A_02.png,47,531,132,1536,738
P03,stim_A_02.png,81,526,131,1536,738
P03,stim_A_02.png,114,525,130,1536,738
P03,stim_A_02.png,148,525,130,1536,738
P03,stim_A_02.png,181,522,129,1536,738
P03,stim_A_02.png,216,507,126,1536,738
P03,stim_A_02.png,248,497,123,1536,738
P03,stim_A_02.png,281,477,118,1536,738
P03,stim_A_02.png,312,459,114,1536,738
P03,stim_A_02.png,348,444,110,1536,738
P03,stim_A_02.png,384,428,106,1536,738
P03,stim_A_02.png,418,425,105,1536,738
P03,stim_A_02.png,453,424,105,1536,738
P03,stim_A_02.png,485,422,105,1536,738
P03,stim_A_02.png,518,438,109,1536,738
P03,stim_A_02.png,551,433,107,1536,738
P03,stim_A_02.png,583,430,107,1536,738
P03,stim_A_02.png,616,438,109,1536,738
P03,stim_A_02.png,648,434,108,1536,738
P03,stim_A_02.png,682,433,107,1536,738
P03,stim_A_02.png,713,434,107,1536,738
P03,stim_A_02.png,746,433,107,1536,738
P03,stim_A_02.png,781,433,107,1536,738
P03,stim_A_02.png,813,434,107,1536,738
P03,stim_A_02.png,847,436,108,1536,738
P03,stim_A_02.png,881,460,114,1536,738
P03,stim_A_02.png,914,464,115,1536,738
P03,stim_A_02.png,946,474,117,1536,738
P03,stim_A_02.png,981,491,122,1536,738
P03,stim_A_02.png,1014,505,125,1536,738
P03,stim_A_02.png,1047,524,130,1536,738
P03,stim_A_02.png,1083,533,132,1536,738
P03,stim_A_02.png,1116,543,134,1536,738
P03,stim_A_02.png,1148,545,135,1536,738
P03,stim_A_02.png,1182,547,135,1536,738
P03,stim_A_02.png,1214,546,135,1536,738
P03,stim_A_02.png,1247,551,137,1536,738
P03,stim_A_02.png,1286,554,137,1536,738
P03,stim_A_02.png,1317,562,139,1536,738
P03,stim_A_02.png,1350,562,139,1536,738
P03,stim_A_02.png,1383,563,139,1536,738
P03,stim_A_02.png,1418,555,137,1536,738
P03,stim_A_02.png,1451,550,136,1536,738
P03,stim_A_02.png,1484,556,138,1536,738
P03,stim_A_02.png,1517,549,136,1536,738
P03,stim_A_02.png,1551,556,138,1536,738
P03,stim_A_02.png,1583,556,138,1536,738
P03,stim_A_02.png,1616,558,138,1536,738
P03,stim_A_02.png,1648,554,137,1536,738
P03,stim_A_02.png,1679,549,136,1536,738
P03,stim_A_02.png,1714,548,136,1536,738
P03,stim_A_02.png,1748,552,137,1536,738
P03,stim_A_02.png,1780,549,136,1536,738
P03,stim_A_02.png,1814,546,135,1536,738
P03,stim_A_02.png,1846,549,136,1536,738
P03,stim_A_02.png,1883,538,133,1536,738
P03,stim_A_02.png,1916,528,131,1536,738
P03,stim_A_02.png,1949,528,131,1536,738
P03,stim_A_02.png,1984,527,130,1536,738
P03,stim_A_02.png,2018,523,129,1536,738
P03,stim_A_02.png,2052,511,126,1536,738
P03,stim_A_02.png,2085,487,120,1536,738
P03,stim_A_02.png,2117,478,118,1536,738
P03,stim_A_02.png,2150,458,113,1536,738
P03,stim_A_02.png,2184,449,111,1536,738
P03,stim_A_02.png,2220,435,107,1536,738
P03,stim_A_02.png,2256,442,109,1536,738
P03,stim_A_02.png,2290,434,107,1536,738
P03,stim_A_02.png,2466,428,106,1536,738
P03,stim_A_02.png,2522,424,105,1536,738
P03,stim_A_02.png,2578,444,110,1536,738
P03,stim_A_02.png,2625,454,112,1536,738
P03,stim_A_02.png,2658,467,116,1536,738
P03,stim_A_02.png,2692,478,118,1536,738
P03,stim_A_02.png,2760,491,122,1536,738
P03,stim_A_02.png,2804,504,125,1536,738
P03,stim_A_02.png,2841,514,127,1536,738
P03,stim_A_02.png,2874,524,130,1536,738
P03,stim_A_02.png,2907,542,134,1536,738
P03,stim_A_02.png,2941,543,134,1536,738
P03,stim_A_02.png,3003,542,134,1536,738
P03,stim_A_02.png,3081,551,136,1536,738
P03,stim_A_02.png,3158,552,137,1536,738
P03,stim_A_02.png,3228,555,137,1536,738
P03,stim_A_02.png,3278,555,137,1536,738
P03,stim_A_02.png,3331,551,136,1536,738
P03,stim_A_02.png,3400,551,137,1536,738
P03,stim_A_02.png,3435,556,138,1536,738
P03,stim_A_02.png,3466,555,137,1536,738
P03,stim_A_02.png,3499,555,137,1536,738
P03,stim_A_02.png,3533,549,136,1536,738
P03,stim_A_02.png,3565,537,133,1536,738
P03,stim_A_02.png,3621,516,128,1536,738
P03,stim_A_02.png,3664,513,127,1536,738
P03,stim_A_02.png,3697,514,127,1536,738
P03,stim_A_02.png,3730,515,127,1536,738
P03,stim_A_02.png,3762,514,127,1536,738
P03,stim_A_02.png,3798,507,125,1536,738
P03,stim_A_02.png,3834,507,125,1536,738
P03,stim_A_02.png,3868,502,124,1536,738
P03,stim_A_02.png,3901,485,120,1536,738
P03,stim_A_02.png,3934,455,113,1536,738
P03,stim_A_02.png,3967,433,107,1536,738
P03,stim_A_02.png,4001,416,103,1536,738
P03,stim_A_02.png,4032,402,99,1536,738
P03,stim_A_02.png,4064,403,100,1536,738
P03,stim_A_02.png,4097,412,102,1536,738
P03,stim_A_02.png,4130,407,101,1536,738
P03,stim_A_02.png,4167,402,99,1536,738
P03,stim_A_02.png,4203,398,99,1536,738
P03,stim_A_02.png,4236,416,103,1536,738
P03,stim_A_02.png,4268,436,108,1536,738
P03,stim_A_02.png,4303,459,114,1536,738
P03,stim_A_02.png,4342,480,119,1536,738
P03,stim_A_02.png,4374,494,122,1536,738
P03,stim_A_02.png,4407,510,126,1536,738
P03,stim_A_02.png,4441,521,129,1536,738
P03,stim_A_02.png,4474,530,131,1536,738
P03,stim_A_02.png,4507,542,134,1536,738
P03,stim_A_02.png,4539,546,135,1536,738
P03,stim_A_02.png,4572,551,136,1536,738
P03,stim_A_02.png,4605,555,137,1536,738
P03,stim_A_02.png,4638,552,137,1536,738
P03,stim_A_02.png,4672,548,136,1536,738
P03,stim_A_02.png,4704,545,135,1536,738
P03,stim_A_02.png,4738,543,135,1536,738
P03,stim_A_02.png,4771,547,135,1536,738
P03,stim_A_02.png,4803,544,135,1536,738
P03,stim_A_02.png,4834,540,134,1536,738
P03,stim_A_02.png,4867,532,132,1536,738
P03,stim_A_02.png,4901,536,133,1536,738
P03,stim_A_02.png,4934,531,131,1536,738
P03,stim_A_02.png,4965,525,130,1536,738
P03,stim_A_02.png,5002,512,127,1536,738
P03,stim_A_02.png,5032,520,129,1536,738
P03,stim_A_02.png,5065,523,129,1536,738
P03,stim_A_02.png,5097,530,131,1536,738
P03,stim_A_02.png,5130,528,131,1536,738
P03,stim_A_02.png,5164,530,131,1536,738
P03,stim_A_02.png,5196,534,132,1536,738
P03,stim_A_02.png,5228,537,133,1536,738
P03,stim_A_02.png,5264,535,132,1536,738
P03,stim_A_02.png,5296,534,132,1536,738
P03,stim_A_02.png,5330,509,126,1536,738
P03,stim_A_02.png,5362,498,123,1536,738
P03,stim_A_02.png,5396,490,121,1536,738
P03,stim_A_02.png,5429,483,120,1536,738
P03,stim_A_02.png,5462,464,115,1536,738
P03,stim_A_02.png,5497,470,116,1536,738
P03,stim_A_02.png,5531,458,113,1536,738
P03,stim_A_02.png,5564,439,109,1536,738
P03,stim_A_02.png,5596,453,112,1536,738
P03,stim_A_02.png,5629,454,112,1536,738
P03,stim_A_02.png,5665,474,117,1536,738
P03,stim_A_02.png,5697,490,121,1536,738
P03,stim_A_02.png,5729,498,123,1536,738
P03,stim_A_02.png,5762,515,127,1536,738
P03,stim_A_02.png,5796,523,129,1536,738
P03,stim_A_02.png,5830,530,131,1536,738
P03,stim_A_02.png,5863,539,133,1536,738
P03,stim_A_02.png,5895,547,135,1536,738
P03,stim_A_02.png,5929,555,137,1536,738
P03,stim_A_02.png,5965,560,138,1536,738
P03,stim_A_02.png,5999,558,138,1536,738
P03,stim_B_01.png,13,552,137,1536,738
P03,stim_B_01.png,46,549,136,1536,738
P03,stim_B_01.png,79,541,134,1536,738
P03,stim_B_01.png,112,540,134,1536,738
P03,stim_B_01.png,146,536,133,1536,738
P03,stim_B_01.png,179,532,132,1536,738
P03,stim_B_01.png,213,532,132,1536,738
P03,stim_B_01.png,247,526,130,1536,738
P03,stim_B_01.png,279,526,130,1536,738
P03,stim_B_01.png,312,523,130,1536,738
P03,stim_B_01.png,345,526,130,1536,738
P03,stim_B_01.png,380,525,130,1536,738
P03,stim_B_01.png,414,530,131,1536,738
P03,stim_B_01.png,447,531,132,1536,738
P03,stim_B_01.png,480,531,132,1536,738
P03,stim_B_01.png,511,531,132,1536,738
P03,stim_B_01.png,546,537,133,1536,738
P03,stim_B_01.png,580,545,135,1536,738
P03,stim_B_01.png,613,548,136,1536,738
P03,stim_B_01.png,646,545,135,1536,738
P03,stim_B_01.png,679,538,133,1536,738
P03,stim_B_01.png,715,534,132,1536,738
P03,stim_B_01.png,748,528,131,1536,738
P03,stim_B_01.png,782,528,131,1536,738
P03,stim_B_01.png,816,513,127,1536,738
P03,stim_B_01.png,849,476,118,1536,738
P03,stim_B_01.png,880,439,109,1536,738
P03,stim_B_01.png,913,426,106,1536,738
P03,stim_B_01.png,946,437,108,1536,738
P03,stim_B_01.png,982,453,112,1536,738
P03,stim_B_01.png,1015,469,116,1536,738
P03,stim_B_01.png,1048,488,121,1536,738
P03,stim_B_01.png,1080,498,123,1536,738
P03,stim_B_01.png,1113,513,127,1536,738
P03,stim_B_01.png,1147,518,128,1536,738
P03,stim_B_01.png,1182,531,131,1536,738
P03,stim_B_01.png,1215,540,134,1536,738
P03,stim_B_01.png,1249,541,134,1536,738
P03,stim_B_01.png,1281,554,137,1536,738
P03,stim_B_01.png,1313,562,139,1536,738
P03,stim_B_01.png,1346,559,138,1536,738
P03,stim_B_01.png,1379,562,139,1536,738
P03,stim_B_01.png,1412,563,139,1536,738
P03,stim_B_01.png,1446,560,138,1536,738
P03,stim_B_01.png,1480,555,137,1536,738
P03,stim_B_01.png,1514,552,137,1536,738
P03,stim_B_01.png,1546,546,135,1536,738
P03,stim_B_01.png,1579,546,135,1536,738
P03,stim_B_01.png,1613,550,136,1536,738
P03,stim_B_01.png,1646,549,136,1536,738
P03,stim_B_01.png,1680,555,138,1536,738
P03,stim_B_01.png,1713,561,139,1536,738
P03,stim_B_01.png,1746,564,140,1536,738
P03,stim_B_01.png,1779,568,141,1536,738
P03,stim_B_01.png,1814,571,142,1536,738
P03,stim_B_01.png,1848,574,142,1536,738
P03,stim_B_01.png,1879,573,142,1536,738
P03,stim_B_01.png,1913,563,139,1536,738
P03,stim_B_01.png,1948,518,128,1536,738
P03,stim_B_01.png,1984,502,124,1536,738
P03,stim_B_01.png,2018,496,123,1536,738
P03,stim_B_01.png,2052,498,123,1536,738
P03,stim_B_01.png,2084,503,125,1536,738
P03,stim_B_01.png,2117,515,128,1536,738
P03,stim_B_01.png,2151,519,129,1536,738
P03,stim_B_01.png,2186,520,129,1536,738
P03,stim_B_01.png,2218,528,131,1536,738
P03,stim_B_01.png,2251,540,134,1536,738
P03,stim_B_01.png,2284,545,135,1536,738
P03,stim_B_01.png,2318,538,133,1536,738
P03,stim_B_01.png,2365,525,168,1536,738
P03,stim_B_01.png,2400,515,195,1536,738
P03,stim_B_01.png,2432,510,219,1536,738
P03,stim_B_01.png,2465,502,234,1536,738
P03,stim_B_01.png,2498,497,244,1536,738
P03,stim_B_01.png,2530,492,247,1536,738
P03,stim_B_01.png,2562,493,240,1536,738
P03,stim_B_01.png,2595,489,238,1536,738
P03,stim_B_01.png,2630,485,232,1536,738
P03,stim_B_01.png,2665,481,222,1536,738
P03,stim_B_01.png,2699,481,208,1536,738
P03,stim_B_01.png,2732,479,206,1536,738
P03,stim_B_01.png,2765,484,194,1536,738
P03,stim_B_01.png,2798,486,196,1536,738
P03,stim_B_01.png,2832,487,185,1536,738
P03,stim_B_01.png,2864,485,195,1536,738
P03,stim_B_01.png,2898,488,188,1536,738
P03,stim_B_01.png,2934,494,184,1536,738
P03,stim_B_01.png,2969,498,177,1536,738
P03,stim_B_01.png,3001,499,187,1536,738
P03,stim_B_01.png,3034,492,204,1536,738
P03,stim_B_01.png,3068,483,205,1536,738
P03,stim_B_01.png,3101,480,214,1536,738
P03,stim_B_01.png,3134,479,219,1536,738
P03,stim_B_01.png,3169,469,211,1536,738
P03,stim_B_01.png,3203,457,201,1536,738
P03,stim_B_01.png,3240,449,196,1536,738
P03,stim_B_01.png,3274,447,193,1536,738
P03,stim_B_01.png,3308,442,190,1536,738
P03,stim_B_01.png,3340,440,168,1536,738
P03,stim_B_01.png,3373,433,148,1536,738
P03,stim_B_01.png,3407,433,133,1536,738
P03,stim_B_01.png,3440,431,120,1536,738
P03,stim_B_01.png,3473,431,111,1536,738
P03,stim_B_01.png,3507,439,106,1536,738
P03,stim_B_01.png,3542,447,102,1536,738
P03,stim_B_01.png,3577,450,100,1536,738
P03,stim_B_01.png,3613,462,101,1536,738
P03,stim_B_01.png,3646,474,103,1536,738
P03,stim_B_01.png,3680,485,105,1536,738
P03,stim_B_01.png,3715,496,108,1536,738
P03,stim_B_01.png,3748,506,112,1536,738
P03,stim_B_01.png,3784,494,110,1536,738
P03,stim_B_01.png,3816,504,114,1536,738
P03,stim_B_01.png,3849,519,119,1536,738
P03,stim_B_01.png,3882,538,125,1536,738
P03,stim_B_01.png,3915,549,129,1536,738
P03,stim_B_01.png,3948,560,133,1536,738
P03,stim_B_01.png,3981,564,135,1536,738
P03,stim_B_01.png,4015,575,139,1536,738
P03,stim_B_01.png,4048,586,142,1536,738
P03,stim_B_01.png,4079,585,143,1536,738
P03,stim_B_01.png,4112,579,142,1536,738
P03,stim_B_01.png,4145,582,143,1536,738
P03,stim_B_01.png,4179,577,142,1536,738
P03,stim_B_01.png,4214,580,143,1536,738
P03,stim_B_01.png,4248,579,143,1536,738
P03,stim_B_01.png,4282,586,145,1536,738
P03,stim_B_01.png,4315,586,145,1536,738
P03,stim_B_01.png,4347,594,147,1536,738
P03,stim_B_01.png,4379,593,147,1536,738
P03,stim_B_01.png,4414,592,146,1536,738
P03,stim_B_01.png,4448,587,145,1536,738
P03,stim_B_01.png,4481,587,145,1536,738
P03,stim_B_01.png,4514,591,146,1536,738
P03,stim_B_01.png,4546,592,146,1536,738
P03,stim_B_01.png,4579,585,145,1536,738
P03,stim_B_01.png,4612,588,145,1536,738
P03,stim_B_01.png,4646,582,144,1536,738
P03,stim_B_01.png,4678,581,144,1536,738
P03,stim_B_01.png,4713,575,142,1536,738
P03,stim_B_01.png,4745,564,139,1536,738
P03,stim_B_01.png,4778,556,138,1536,738
P03,stim_B_01.png,4815,550,136,1536,738
P03,stim_B_01.png,4848,534,132,1536,738
P03,stim_B_01.png,4880,526,130,1536,738
P03,stim_B_01.png,4913,518,128,1536,738
P03,stim_B_01.png,4946,510,127,1536,738
P03,stim_B_01.png,4985,500,124,1536,738
P03,stim_B_01.png,5018,496,123,1536,738
P03,stim_B_01.png,5051,491,122,1536,738
P03,stim_B_01.png,5086,486,120,1536,738
P03,stim_B_01.png,5119,471,117,1536,738
P03,stim_B_01.png,5153,457,113,1536,738
P03,stim_B_01.png,5185,443,110,1536,738
P03,stim_B_01.png,5218,442,109,1536,738
P03,stim_B_01.png,5249,446,110,1536,738
P03,stim_B_01.png,5282,452,112,1536,738
P03,stim_B_01.png,5316,450,112,1536,738
P03,stim_B_01.png,5348,444,110,1536,738
P03,stim_B_01.png,5379,441,109,1536,738
P03,stim_B_01.png,5414,451,112,1536,738
P03,stim_B_01.png,5446,469,116,1536,738
P03,stim_B_01.png,5478,476,118,1536,738
P03,stim_B_01.png,5511,488,121,1536,738
P03,stim_B_01.png,5546,499,124,1536,738
P03,stim_B_01.png,5580,509,126,1536,738
P03,stim_B_01.png,5613,512,127,1536,738
P03,stim_B_01.png,5645,512,127,1536,738
P03,stim_B_01.png,5681,515,128,1536,738
P03,stim_B_01.png,5713,518,128,1536,738
P03,stim_B_01.png,5746,526,130,1536,738
P03,stim_B_01.png,5778,528,131,1536,738
P03,stim_B_01.png,5811,536,133,1536,738
P03,stim_B_01.png,5845,535,133,1536,738
P03,stim_B_01.png,5880,531,131,1536,738
P03,stim_B_01.png,5914,548,136,1536,738
P03,stim_B_01.png,5949,545,135,1536,738
P03,stim_B_01.png,5982,552,137,1536,738
P03,stim_B_02.png,33,514,127,1536,738
P03,stim_B_02.png,67,533,132,1536,738
P03,stim_B_02.png,106,555,137,1536,738
P03,stim_B_02.png,140,568,140,1536,738
P03,stim_B_02.png,172,576,142,1536,738
P03,stim_B_02.png,205,577,143,1536,738
P03,stim_B_02.png,238,576,142,1536,738
P03,stim_B_02.png,271,578,143,1536,738
P03,stim_B_02.png,310,580,143,1536,738
P03,stim_B_02.png,345,584,144,1536,738
P03,stim_B_02.png,381,588,145,1536,738
P03,stim_B_02.png,415,590,146,1536,738
P03,stim_B_02.png,448,585,145,1536,738
P03,stim_B_02.png,481,581,144,1536,738
P03,stim_B_02.png,515,582,144,1536,738
P03,stim_B_02.png,547,582,144,1536,738
P03,stim_B_02.png,580,581,144,1536,738
P03,stim_B_02.png,617,578,143,1536,738
P03,stim_B_02.png,650,530,131,1536,738
P03,stim_B_02.png,684,487,120,1536,738
P03,stim_B_02.png,716,493,122,1536,738
P03,stim_B_02.png,750,498,123,1536,738
P03,stim_B_02.png,781,501,124,1536,738
P03,stim_B_02.png,814,486,120,1536,738
P03,stim_B_02.png,847,464,115,1536,738
P03,stim_B_02.png,881,472,117,1536,738
P03,stim_B_02.png,915,474,118,1536,738
P03,stim_B_02.png,946,469,116,1536,738
P03,stim_B_02.png,979,478,119,1536,738
P03,stim_B_02.png,1015,465,115,1536,738
P03,stim_B_02.png,1047,469,116,1536,738
P03,stim_B_02.png,1083,462,114,1536,738
P03,stim_B_02.png,1117,464,115,1536,738
P03,stim_B_02.png,1149,469,116,1536,738
P03,stim_B_02.png,1181,470,116,1536,738
P03,stim_B_02.png,1212,474,117,1536,738
P03,stim_B_02.png,1247,473,117,1536,738
P03,stim_B_02.png,1279,482,119,1536,738
P03,stim_B_02.png,1314,485,120,1536,738
P03,stim_B_02.png,1347,491,121,1536,738
P03,stim_B_02.png,1381,487,120,1536,738
P03,stim_B_02.png,1417,458,113,1536,738
P03,stim_B_02.png,1450,444,110,1536,738
P03,stim_B_02.png,1481,457,113,1536,738
P03,stim_B_02.png,1517,452,111,1536,738
P03,stim_B_02.png,1550,463,114,1536,738
P03,stim_B_02.png,1581,464,114,1536,738
P03,stim_B_02.png,1614,480,118,1536,738
P03,stim_B_02.png,1648,478,118,1536,738
P03,stim_B_02.png,1687,488,121,1536,738
P03,stim_B_02.png,1725,495,122,1536,738
P03,stim_B_02.png,1765,501,124,1536,738
P03,stim_B_02.png,1804,508,125,1536,738
P03,stim_B_02.png,1841,507,125,1536,738
P03,stim_B_02.png,1874,511,126,1536,738
P03,stim_B_02.png,1905,511,126,1536,738
P03,stim_B_02.png,1939,514,127,1536,738
P03,stim_B_02.png,1971,512,126,1536,738
P03,stim_B_02.png,2006,519,128,1536,738
P03,stim_B_02.png,2042,522,129,1536,738
P03,stim_B_02.png,2078,526,130,1536,738
P03,stim_B_02.png,2117,527,130,1536,738
P03,stim_B_02.png,2155,531,132,1536,738
P03,stim_B_02.png,2188,527,130,1536,738
P03,stim_B_02.png,2223,524,130,1536,738
